id,category,difficulty,risk_level,g1_score,g1_reason,g1_error
Q107,보호결정·국적,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 적절하게 언급하고 있습니다. 그러나 법 제4조 제1항과 제4조의2 제1항에 대한 구체적인 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q108,정착금·주거,심화,high,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 정착금의 법적 근거와 통일부 및 남북하나재단의 연락처를 누락했습니다. 협박에 대한 법적 조치와 상담 기관을 언급하여 유용한 정보를 제공하였으나, 일부 세부사항이 부족합니다.",
Q109,보호결정·국적,기본,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 언급하고 있습니다. 다만, 구체적인 법 조항과 지원 범위에 대한 언급이 부족하여 사소한 누락이 있습니다.",
Q110,의료·복지,심화,low,2,"AI 응답은 국민연금 수령 연령에 대한 일반적인 규정을 설명하고 있으나, 보호 결정 당시의 특례 규정과 가입 기간에 따른 수령 조건을 명확히 반영하지 않아 주요 내용이 불일치합니다.",
Q111,취업·직업훈련,기본,low,2,"AI 응답은 취업보호 기간에 대한 법적 근거를 잘못 인용하고 있으며, 회사 폐업으로 인한 퇴직이 취업보호에 미치는 영향을 명확히 설명하지 못하고 있습니다. 주요 내용이 불일치하고, 관련 법률에 대한 정확한 정보가 부족합니다.",
Q112,보호결정·국적,심화,low,3,"AI 응답은 북한이탈주민 보호 및 정착지원협의회의 목적과 법적 근거를 언급하였으나, 주요 기능과 구성에 대한 구체적인 내용이 누락되어 있습니다. 따라서 일부 내용은 일치하지만 중요한 정보가 부족합니다.",
Q113,정착금·주거,기본,medium,2,"AI 응답은 주택법과 부동산 등기법을 언급하며 절차를 상세히 설명하지만, 보호대상자를 대리하여 통일부장관이 등기 신청을 한다는 핵심 내용을 누락하고 있습니다. 또한, 양도 및 저당권 설정 금지에 대한 정보도 포함되어 있지 않아 주요 내용이 불일치합니다.",
Q114,법률구조,기본,low,4,"AI 응답은 남북하나재단의 주요 업무를 잘 설명하고 있으나, 법적 근거와 구체적인 사업 내용이 일부 누락되어 있습니다. 전반적으로 핵심 내용은 일치하지만, 세부 사항에서 차이가 있습니다.",
Q115,보호의 변경·종료,심화,high,4,"AI 응답은 부정수급에 대한 법적 처벌과 반환 의무를 언급하고 있으나, 구체적인 법적 근거와 처벌 내용이 일부 누락되어 있습니다. 전반적으로 핵심 내용은 일치하지만, 세부 사항에서 차이가 있습니다.",
Q116,교육,기본,low,4,"AI 응답은 성평등 교육의 존재와 목적을 잘 설명하고 있으나, 법적 근거로 제시된 법률이 정확하지 않으며, 성평등 교육의 구체적인 내용에 대한 언급이 부족합니다.",
Q117,보호결정·국적,기본,low,4,"AI 응답은 장애인 탈북민에 대한 지원의 법적 근거를 잘 설명하고 있으나, 특정 법 조항과 중복 수령 가능성에 대한 언급이 부족하여 사소한 누락이 있습니다.",
Q118,취업·직업훈련,기본,low,3,"AI 응답은 직업훈련 기간에 대한 법적 근거를 명확히 제시하지 않고 있으며, 최소 기간에 대한 정보가 부정확하게 전달되었습니다. 핵심 내용은 일부 일치하지만, 중요한 세부사항이 누락되었습니다.",
Q119,보호결정·국적,심화,low,1,"AI 응답은 기본계획 수립 주기를 5년으로 잘못 기재하였으며, 법적 근거에 대한 설명도 부정확합니다. 이는 명백한 오류로, 법률의 핵심 내용을 완전히 잘못 전달하고 있습니다.",
Q120,신변보호,기본,medium,3,"AI 응답은 신변 보호와 관련된 중요 내용을 일부 포함하고 있으나, 법적 근거와 절차에 대한 구체적인 정보가 부족하며, 해외여행 전 통일부와의 사전 통보 필요성 등 주요 내용이 누락되어 있습니다.",
Q121,형사,기본,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 변호사와 상담의 중요성을 강조하고 있습니다. 그러나 진술거부권 행사에 대한 구체적인 언급이 부족하고, 강압에 대한 경고가 누락되어 있어 사소한 차이가 있습니다.",
Q122,형사,기본,high,4,"AI 응답은 한국 법의 엄격함과 마약 범죄에 대한 처벌을 잘 설명하고 있으나, 탈북민의 문화적 배경과 법 인식 부족이 양형에 미치는 영향에 대한 언급이 부족하다.",
Q123,형사,기본,high,4,"핵심 내용은 대부분 일치하지만, AI 응답에서 '사기 방조'와 '전자금융거래법 위반'에 대한 언급이 누락되어 있습니다. 또한, '몰랐다'는 주장이 받아들여지기 위한 조건에 대한 설명이 부족합니다.",
Q124,형사,심화,high,4,"AI 응답은 핵심 내용이 대부분 일치하며, 변호사와의 상담 필요성을 강조하고 있습니다. 그러나 국가보안법의 구체적인 구성요건이나 진술거부권 행사에 대한 명확한 언급이 부족하여 사소한 누락이 있습니다.",
Q125,형사,기본,medium,4,"AI 응답은 합의의 중요성과 법적 근거를 잘 설명하고 있으나, 합의금의 결정 요소에 대한 구체적인 언급이 부족하다.",
Q126,형사,기본,high,4,"핵심 내용은 대부분 일치하지만, '주거가 일정함을 적극 소명' 부분이 누락되었고, 구속적부심사와 보석 신청에 대한 언급이 없었습니다.",
Q127,형사,기본,medium,4,"핵심 내용은 대부분 일치하지만, 고소 시 필요한 구체적인 사항(피해 사실, 증거, 피해 금액 등)이 누락되었습니다. 법적 근거와 관련 기관 정보는 잘 포함되어 있습니다.",
Q128,민사,기본,low,4,"핵심 내용은 대부분 일치하지만, AI 응답에서 소액사건에 대한 구체적인 언급이 없고, 강제집행에 대한 내용이 누락되었습니다.",
Q129,민사,기본,medium,4,"AI 응답은 보증금 반환 절차에 대한 주요 내용을 포함하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 임차권등기명령 신청과 강제집행에 대한 언급이 누락되어 있어 사소한 내용 차이가 있습니다.",
Q130,민사,기본,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 무보험차상해 특약과 법원 소송에 대한 언급이 추가되어 유용합니다. 그러나 정부 보장사업에 대한 언급이 누락되어 있어 사소한 정보의 차이가 있습니다.",
Q131,민사,심화,medium,4,"AI 응답은 핵심 내용이 대부분 일치하며, 개인회생과 파산에 대한 설명이 포함되어 있습니다. 그러나 탈북민 보호대상자에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q132,민사,기본,medium,4,"AI 응답은 임금 청구 절차를 상세히 설명하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 고용노동부 상담전화와 임금 청구권 소멸 기간에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q133,민사,기본,medium,4,"AI 응답은 부당해고에 대한 대응 방법을 상세히 설명하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 해고 통보일로부터 3개월 이내에 구제신청을 해야 한다는 중요한 정보가 누락되었습니다.",
Q134,민사,기본,medium,4,"AI 응답은 산업재해 보상 절차와 관련된 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 장해급여와 유족급여에 대한 언급이 없고, 사업주가 신청을 꺼리는 경우에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q135,민사,심화,medium,4,"AI 응답은 탈북 브로커와의 계약의 법적 유효성에 대한 주요 내용을 잘 설명하고 있으며, 민법 제103조를 언급하여 법적 근거를 제시했습니다. 그러나 불공정 법률행위에 대한 언급이 없고, 구체적인 계약 내용에 따른 판단의 중요성을 강조하지 않아 사소한 누락이 있습니다.",
Q136,가사,기본,low,4,"AI 응답은 이혼 절차에 대한 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 숙려기간에 대한 구체적인 정보와 자녀 양육비 부담조서 작성의 중요성이 누락되어 있습니다.",
Q137,가사,기본,medium,4,"AI 응답은 양육비 청구 방법에 대한 주요 내용을 포함하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 가정법원에 양육비 이행명령 신청과 같은 구체적인 방법이 누락되어 있어 사소한 차이가 있습니다.",
Q138,가사,기본,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 경찰 신고와 상담전화에 대한 언급이 있습니다. 그러나 가정폭력 피해자 보호시설에 대한 정보와 임시보호명령 신청에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q139,가사,기본,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 면접교섭권과 관련된 법적 조치를 언급하고 있습니다. 그러나 이행명령이나 출국금지 신청과 같은 구체적인 법적 조치에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q140,가사,심화,medium,3,"AI 응답은 친권 문제에 대한 일부 내용을 포함하고 있으나, 북한 내 혼인의 유효성 및 한국에서의 단독 친권 등록 가능성에 대한 중요한 내용을 누락하고 있습니다. 또한, 법적 절차에 대한 구체적인 안내가 부족하여 부분적으로만 일치합니다.",
Q141,가사,기본,high,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 성폭력 상담전화와 해바라기센터에 대한 구체적인 언급이 누락되어 있습니다. 또한, 국가의 치료비 지원에 대한 정보가 포함되지 않아 사소한 누락이 있습니다.",
Q142,복지·정착지원,기본,low,4,"AI 응답은 실업급여 수급 요건과 신청 방법을 대부분 정확하게 설명하고 있으나, 탈북민 보호대상자에 대한 구체적인 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q143,복지·정착지원,기본,low,4,"핵심 내용은 대부분 일치하지만, AI 응답에서 장애인 등록 후 받을 수 있는 구체적인 복지 혜택에 대한 언급이 누락되었습니다.",
Q144,복지·정착지원,기본,low,3,"AI 응답은 일부 혜택을 언급하였으나, 핵심 내용인 정착지원금 고령 가산금과 국민연금 특례를 누락하였고, 법적 근거도 일부 부정확하게 설명되었습니다.",
Q145,복지·정착지원,기본,low,4,"AI 응답은 한부모 가정의 지원 내용을 대부분 포함하고 있으며, 법적 근거도 명시하고 있습니다. 그러나 탈북민에 대한 구체적인 지원 내용이 일부 누락되어 있어 사소한 차이가 있습니다.",
Q146,복지·정착지원,기본,medium,4,"AI 응답은 신용불량자의 일반적인 불이익과 지원 프로그램에 대한 정보를 포함하고 있으나, 탈북민에 대한 법적 보호 조항(압류 금지)에 대한 언급이 누락되어 있어 일부 내용이 부족하다.",
Q147,복지·정착지원,기본,low,4,"AI 응답은 임신한 탈북민이 받을 수 있는 지원에 대한 정보를 대부분 포함하고 있으며, 법적 근거도 적절하게 언급되었습니다. 그러나 일부 구체적인 지원 항목이 누락되어 있어 사소한 차이가 있습니다.",
Q148,복지·정착지원,심화,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거에 대한 언급도 적절합니다. 그러나 일부 세부 사항, 특히 사전 기록의 중요성에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q149,교육·취업,기본,low,3,"AI 응답은 탈북민의 검정고시 응시 가능성과 지원 프로그램에 대한 일부 정보를 제공하지만, 핵심 내용인 하나원과 하나센터의 무료 교육 지원 및 구체적인 혜택에 대한 언급이 부족하다.",
Q150,교육·취업,기본,low,4,"AI 응답은 운전면허 취득 절차를 상세히 설명하고 있으며, 북한이탈주민에 대한 특별한 지원 언급도 포함되어 있습니다. 그러나 하나센터와 취업 및 직업훈련 연계 프로그램에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q151,교육·취업,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 탈북민 차별에 대한 구체적인 대응 방법이 누락되어 있어 사소한 차이가 있습니다.",
Q152,교육·취업,기본,low,2,"AI 응답은 국가자격증 시험에 대한 일반적인 절차를 설명하고 있으나, 탈북민에 대한 특별한 규정이나 지원 내용이 누락되어 있습니다. 또한, 법적 근거인 탈북민지원법에 대한 언급이 없어 주요 내용이 불일치합니다.",
Q153,교육·취업,심화,low,4,"AI 응답은 탈북민이 공무원 시험에 응시할 수 있다는 핵심 내용을 잘 전달하고 있으나, 탈북민지원법에 따른 특별임용제도와 일부 직렬의 채용 제한에 대한 언급이 누락되어 있습니다.",
Q154,보호결정·국적,심화,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 언급하고 있습니다. 다만, 자녀의 복수국적 문제와 한국 입국 절차에 대한 구체적인 설명이 부족하여 사소한 누락이 있습니다.",
Q155,보호결정·국적,심화,high,4,"AI 응답은 보호대상자로 인정될 수 있는 조건을 잘 설명하고 있으며, 절차에 대한 정보도 포함되어 있습니다. 그러나 보호 결정 기준에 대한 언급이 부족하여 일부 중요한 내용이 누락되었습니다.",
Q156,개인정보,기본,medium,4,"AI 응답은 탈북민의 신분 공개에 대한 법적 자유와 신변 안전 측면을 잘 설명하고 있으나, 구체적인 위험 요소와 통일부 연락처 등 일부 세부 정보가 누락되어 있다.",
Q157,개인정보,기본,medium,3,"AI 응답은 가족의 안전에 대한 우려를 언급하고 상담 기관을 제시했으나, 탈북민의 신원정보 보호와 관련된 법적 근거 및 구체적인 조언이 누락되어 중요 내용이 일부 부정확하게 전달되었다.",
Q158,개인정보,심화,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 적절하게 제시하고 있습니다. 그러나 언론중재위원회에 대한 언급이 없고, 신변 보호 요청에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q159,행정,기본,medium,4,"핵심 내용은 대부분 일치하지만, 법적 근거와 이의 제기 절차에 대한 구체적인 내용이 일부 누락되었습니다. 특히, 이의신청 기간과 행정심판 및 행정소송에 대한 언급이 부족합니다.",
Q160,행정,기본,medium,3,"AI 응답은 취업보호 제한에 대한 법적 절차를 설명하고 있으나, 핵심 내용인 이의신청 기한과 구체적인 법적 근거가 누락되어 있습니다. 또한, 법적 근거의 정확성이 부족하여 일부 내용이 부정확합니다.",
Q161,행정,심화,high,4,"AI 응답은 보호 종료 통보에 대한 이의신청 절차를 설명하고 있으며, 핵심 내용이 대부분 일치합니다. 그러나 이의신청서에 구체적인 반박 내용과 증거 기재의 중요성을 명시하지 않아 사소한 누락이 있습니다.",
Q162,행정,기본,medium,4,"핵심 내용은 대부분 일치하지만, 주민등록번호 부여와 관련된 정보가 누락되었고, 보호대상자에 대한 구체적인 언급이 부족합니다.",
Q163,행정,기본,low,4,"AI 응답은 여권 발급 절차에 대한 대부분의 핵심 내용을 포함하고 있으며, 법적 근거도 명시하고 있습니다. 그러나 탈북민 보호대상자에 대한 구체적인 언급이 없고, 신변보호 상태에서의 절차에 대한 정보가 누락되어 있습니다.",
Q164,행정,기본,low,3,"AI 응답은 탈북민 지원금의 세금 비과세 여부에 대한 핵심 내용을 일부 누락하고 있으며, 신고 의무에 대한 설명이 불완전합니다. 또한, 세금 신고 방법에 대한 정보는 포함되어 있으나, 중요한 세부사항이 부족합니다.",
Q165,행정,심화,high,4,"AI 응답은 한국 국적 포기의 법적 가능성을 잘 설명하고 있으며, 국적법 제16조를 인용하여 법적 근거를 제시했습니다. 그러나 탈북민지원법과 병역 의무에 대한 언급이 누락되어 있어 일부 중요한 내용이 빠져 있습니다.",
Q166,형사,기본,high,4,"AI 응답은 법적 근거를 잘 설명하고 있으며, 대북제재법과 남북교류협력법을 언급하여 핵심 내용을 대부분 포함하고 있습니다. 그러나 통일부의 승인 필요성과 불법 송금의 처벌에 대한 구체적인 내용이 누락되어 있어 사소한 차이가 있습니다.",
Q167,형사,기본,high,4,"AI 응답은 음주운전의 법적 처벌에 대한 핵심 내용을 대부분 포함하고 있으며, 관련 법조항도 언급하고 있습니다. 그러나 구체적인 혈중 알코올 농도 기준과 처벌의 세부사항이 누락되어 있어 사소한 차이가 있습니다.",
Q168,민사,기본,high,3,"AI 응답은 전세사기 신고와 증거 수집에 대한 내용을 포함하고 있지만, 임차권등기명령 신청, HUG에 대한 피해 구제 신청, 긴급 임시 주거 지원 등 중요한 법적 절차가 누락되어 있습니다.",
Q169,가사,기본,medium,4,"AI 응답은 재산분할의 원칙과 비율에 대한 내용을 잘 설명하고 있으나, 탈북민 정착금의 제외 여부와 재산분할 청구권 행사 기간에 대한 구체적인 언급이 누락되어 있습니다.",
Q170,가사,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 제시하고 있습니다. 다만, 위자료 금액 결정에 대한 구체적인 요소가 누락되어 있어 사소한 차이가 있습니다.",
Q171,가사,기본,medium,4,"AI 응답은 상속 절차에 대한 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 제시하고 있습니다. 그러나 상속 포기 또는 한정승인에 대한 구체적인 언급이 부족하여 사소한 누락이 있습니다.",
Q172,형사,기본,high,4,"AI 응답은 온라인 도박의 불법성 및 법적 조치에 대한 주요 내용을 잘 설명하고 있으나, 구체적인 법적 근거와 처벌의 세부 사항이 다소 부족합니다. 변호사 상담의 중요성을 강조한 점은 긍정적이나, 도박 금액이나 상습성에 따른 처벌에 대한 언급이 누락되었습니다.",
Q173,복지·정착지원,기본,low,3,"AI 응답은 정착도우미의 역할을 설명하고 있지만, 핵심 내용인 생활 적응 지원의 구체적인 항목들이 일부 누락되었고, 법적 근거가 부족합니다. 또한, 정착도우미의 배정 및 활동 기간에 대한 정보가 포함되어 있지 않아 중요 내용이 일부 부정확합니다.",
Q174,복지·정착지원,기본,low,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 보호 신청 후 보호결정에 대한 언급이 누락되어 있습니다. 또한, 정착 지원이 개인 단위로 이루어진다는 중요한 세부사항이 포함되지 않았습니다.",
Q175,복지·정착지원,기본,medium,2,"AI 응답은 주요 지원 항목에서 일부 내용이 불일치하며, 특히 의료급여와 관련된 정보가 누락되었습니다. 또한, 법적 근거에 대한 언급은 있으나 구체적인 지원 항목에 대한 설명이 부족합니다.",
Q176,형사,기본,high,4,"AI 응답은 스토킹 범죄에 대한 법적 보호를 잘 설명하고 있으며, 경찰 신고와 보호명령 신청을 언급하고 있습니다. 그러나 '긴급응급조치'와 '잠정조치'에 대한 구체적인 언급이 없고, 통일부에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q177,민사,기본,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 제시하고 있습니다. 그러나 특정 기관에 대한 직접적인 신고 방법이나 추가적인 조치에 대한 언급이 부족하여 사소한 누락이 있습니다.",
Q178,복지·정착지원,기본,medium,3,"AI 응답은 기초생활수급자가 탈북민 정착지원금 수령에 영향을 미칠 수 있다고 언급했으나, 정답에서 강조한 소득 인정액 산정 방식과 기초수급 선정에 미치는 영향에 대한 구체적인 설명이 부족하다.",
Q179,행정,기본,low,3,"AI 응답은 건강보험카드 수령 절차에 대한 일부 정보를 제공하지만, 의료급여증 발급 및 보호기간 종료 후 국민건강보험으로의 전환에 대한 중요한 내용을 누락하고 있습니다.",
Q180,행정,기본,low,3,"AI 응답은 일부 절차를 포함하고 있으나, 핵심 내용이 완전히 일치하지 않으며 중요한 단계인 초기 적응교육 이수와 정착금 수령 절차가 누락되었습니다.",
Q181,형사,기본,high,4,"핵심 내용은 대부분 일치하지만, AI 응답에서 영장 없이 압수할 수 있는 긴급 상황에 대한 언급이 누락되었습니다. 변호사 상담 권장 부분은 잘 반영되었으나, 영장 확인 권리에 대한 언급이 부족합니다.",
Q182,민사,기본,medium,3,"AI 응답은 일부 핵심 내용을 포함하고 있으나, 전자상거래법에 따른 청약철회 및 카드사 이의 신청과 같은 중요한 조치가 누락되어 있습니다. 또한, 법적 근거에 대한 언급이 부족하여 정확성이 떨어집니다.",
Q183,복지·정착지원,기본,low,4,"핵심 내용은 대부분 일치하지만, 지원 대상 소득 기준과 탈북민 보호대상자 우선 지원에 대한 언급이 누락되었습니다.",
Q184,교육·취업,기본,low,4,"AI 응답은 탈북민의 취업 시 불리한 점과 극복 방법을 잘 설명하고 있으나, 일부 구체적인 지원 내용(예: 고용지원금 지급 등)이 누락되어 있습니다. 전반적으로 핵심 내용은 일치하지만, 세부 사항에서 차이가 있습니다.",
Q185,가사,심화,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 제시하고 있습니다. 그러나 북한에서의 입양이 한국에서 인정받기 위한 구체적인 절차에 대한 설명이 다소 부족하고, 하나원 진술 단계에 대한 언급이 누락되었습니다.",
Q186,형사,심화,high,3,"AI 응답은 항소와 재심에 대한 기본적인 내용을 포함하고 있으나, 항소 기한과 재심 기한에 대한 정보가 부정확하며, 상고에 대한 언급이 누락되어 있습니다. 또한, 무죄 판결 신청에 대한 설명이 추가되었으나, 이는 정답의 핵심 내용과 일치하지 않습니다.",
Q187,복지·정착지원,기본,low,4,"AI 응답은 탈북민이 청년 지원 정책을 받을 수 있다는 핵심 내용을 잘 전달하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 구체적인 지원 프로그램 목록이 누락되어 있어 사소한 정보가 부족합니다.",
Q188,행정,기본,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 절차에 대한 설명이 구체적입니다. 그러나 가족관계등록부 정정에 대한 언급이 부족하고, 법원 허가 신청에 대한 정보가 누락되어 있습니다.",
Q189,민사,기본,medium,4,"AI 응답은 주택임대차보호법에 따른 임차인의 권리를 잘 설명하고 있으며, 주요 내용이 대부분 일치합니다. 그러나 대항력, 확정일자, 계약갱신요구권 등 구체적인 법적 근거와 세부 사항이 누락되어 있어 사소한 차이가 있습니다.",
Q190,교육·취업,기본,low,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 남북하나재단의 구체적인 지원 내용과 탈북민 지원법에 대한 언급이 부족하여 사소한 누락이 있습니다.",
Q191,형사,기본,medium,4,"AI 응답은 고소 취하 절차에 대한 구체적인 정보를 제공하며, 법적 근거도 명시하고 있습니다. 그러나 비친고죄에 대한 언급이 부족하여 일부 중요한 내용이 누락되었습니다.",
Q192,복지·정착지원,심화,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 탈북민의 국민연금 가입 의무에 대한 법적 근거를 제시하고 있습니다. 그러나 보호대상자에 대한 특례와 보험료 지원 제도에 대한 언급이 누락되어 있어 사소한 정보가 부족합니다.",
Q193,가사,기본,high,4,"핵심 내용은 대부분 일치하지만, 법원에 아동학대 피해자 보호명령 신청에 대한 언급이 누락되었습니다. 또한, 이혼 소송에서의 학대 사실의 중요성에 대한 설명이 부족합니다.",
Q194,행정,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 언급하고 있습니다. 다만, 병역 면제 사유에 대한 구체적인 내용이 일부 누락되어 있어 사소한 차이가 있습니다.",
Q195,복지·정착지원,기본,low,3,"AI 응답은 탈북민을 위한 심리·정신건강 지원 기관을 일부 언급하였으나, 핵심 기관인 하나센터와 해바라기센터에 대한 언급이 누락되어 중요 내용이 일부 부정확하게 전달되었습니다.",
Q196,민사,기본,high,3,"AI 응답은 다단계 판매에 대한 일반적인 정보와 조치를 제공하지만, 핵심 내용인 청약철회 및 피해 신고 방법이 누락되어 있으며, 법적 근거도 부정확합니다.",
Q197,행정,기본,high,3,"AI 응답은 일부 핵심 내용을 포함하고 있으나, 영사관의 긴급 조력 및 통일부에 대한 언급이 누락되어 있어 중요 내용이 일부 부정확하거나 누락되었습니다.",
Q198,복지·정착지원,기본,low,4,"AI 응답은 탈북민 커뮤니티와 모임에 대한 주요 정보를 잘 전달하고 있으나, 특정 기관과 프로그램에 대한 세부사항이 일부 누락되어 있습니다. 전반적으로 핵심 내용은 일치하지만, 표현 차이가 존재합니다.",
Q199,민사,기본,medium,3,"AI 응답은 일용직 근로자의 권리를 언급하고 있으나, 산업재해보상보험법에 따른 구체적인 절차와 사업주의 책임에 대한 설명이 부족합니다. 또한, 산재 처리 후 손해배상 청구 가능성에 대한 언급이 누락되어 있어 중요 내용이 일부 부정확합니다.",
Q200,법률구조,기본,low,4,"AI 응답은 탈북민을 위한 법률 지원 자료를 언급하고 있으나, 구체적인 자료와 매뉴얼의 명칭이 누락되어 있어 일부 정보가 부족하다. 전반적으로 핵심 내용은 일치하지만, 세부사항에서 차이가 있다.",
