id,category,difficulty,risk_level,g1_score,g1_reason,g1_error
Q111,취업·직업훈련,기본,low,4,"AI 응답은 핵심 내용이 대부분 일치하지만, '북한이탈주민법'이라는 잘못된 법적 근거를 언급하여 사소한 오류가 있습니다. 취업보호 기간 유지에 대한 설명은 적절하나, 법적 근거의 정확성이 부족합니다.",
Q112,보호결정·국적,심화,low,3,"AI 응답은 북한이탈주민 보호 및 정착지원협의회의 주요 기능을 일부 언급하였으나, 법적 근거와 위원 구성에 대한 구체적인 내용이 누락되었습니다. 또한, 협의회의 심의가 탈북민의 법적 지위와 지원에 관한 핵심 의사결정 기구라는 중요한 점이 빠져 있습니다.",
Q113,정착금·주거,기본,medium,4,"핵심 내용은 대부분 일치하지만, AI 응답에서 소유권 등기 신청이 통일부장관에 의해 이루어진다는 구체적인 내용을 누락했습니다. 또한, 법 조항의 정확한 인용이 부족하여 사소한 표현 차이가 발생했습니다.",
Q114,법률구조,기본,low,4,"AI 응답은 남북하나재단의 주요 업무를 잘 설명하고 있으며, 핵심 내용이 대부분 일치합니다. 그러나 법적 근거와 일부 세부 사항이 누락되어 있어 사소한 차이가 있습니다.",
Q115,보호의 변경·종료,심화,high,4,"AI 응답은 지원금 반환 의무와 관련된 핵심 내용을 잘 설명하고 있으나, 법적 근거와 처벌에 대한 정보가 일부 누락되어 있습니다. 또한, 반환 명령에 대한 구체적인 절차를 추가하여 더 명확하게 설명할 수 있었던 점이 아쉽습니다.",
Q116,교육,기본,low,1,"AI 응답은 하나원에서 성평등 교육이 포함되어 있다는 핵심 내용을 완전히 누락하고 있으며, 관련 법적 근거도 제공하지 않고 있습니다. 따라서 정보가 명백히 잘못되거나 유해할 수 있습니다.",
Q117,보호결정·국적,기본,low,4,"AI 응답은 장애인 탈북민에 대한 지원 내용을 잘 설명하고 있으며, 법적 근거도 언급하고 있습니다. 그러나 탈북민지원법에 따른 중복 수령 가능성에 대한 언급이 누락되어 있어 사소한 정보가 부족합니다.",
Q118,취업·직업훈련,기본,low,2,"AI 응답은 직업훈련 기간에 대한 주요 내용을 잘못 해석하고 있으며, 법적 근거도 부정확합니다. 직업훈련 기간에 대한 의무 규정이 아닌 노력 규정에 대한 언급이 누락되었습니다.",
Q119,보호결정·국적,심화,low,1,"AI 응답은 기본계획 수립 주기를 잘못 기재하였으며, 법적 근거도 부정확합니다. 따라서 완전히 틀린 정보로 평가됩니다.",
Q120,신변보호,기본,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 언급하고 있습니다. 다만, 신변 보호 조치의 필요성에 대한 언급이 다소 일반적이며, 구체적인 안내가 부족한 점이 사소한 누락으로 평가됩니다.",
Q121,형사,기본,high,3,"AI 응답은 변호사 상담의 중요성을 언급했으나, 진술거부권 행사 및 국선변호인 신청에 대한 구체적인 정보가 누락되었습니다. 또한, 마약 투약 혐의의 법적 결과에 대한 설명이 부족하여 중요 내용이 일부 부정확하게 전달되었습니다.",
Q122,형사,기본,high,4,"AI 응답은 법적 근거를 정확히 제시하고 있으며, 북한이탈주민의 처벌에 대한 내용을 잘 설명하고 있습니다. 그러나 양형에서 참작될 수 있는 사유에 대한 언급이 부족하여 사소한 누락이 있습니다.",
Q123,형사,기본,high,4,"핵심 내용은 대부분 일치하지만, '몰랐다'는 주장이 받아들여지기 위한 조건에 대한 구체적인 언급이 누락되었습니다. 또한, 피해자로서의 사정을 소명하라는 조언이 포함되지 않아 사소한 차이가 있습니다.",
Q124,형사,심화,high,3,"AI 응답은 국가보안법 위반의 심각성을 언급하고 법률 상담의 중요성을 강조했으나, 구체적인 대응 방법과 진술거부권 행사에 대한 언급이 부족하여 중요한 내용이 일부 누락되었습니다.",
Q125,형사,기본,medium,4,"AI 응답은 합의의 중요성을 언급하고 있으며, 법적 조언을 받는 것이 중요하다는 점에서 핵심 내용이 대부분 일치합니다. 그러나 합의가 처벌 경감에 미치는 구체적인 법적 근거와 합의금 산정 기준에 대한 정보가 누락되어 있습니다.",
Q126,형사,기본,high,3,"AI 응답은 구속영장 청구에 대한 법적 대응의 중요성을 언급했으나, 구속영장 실질심사에서의 구체적인 소명 요건이나 구속적부심사에 대한 언급이 부족하여 일부 중요한 내용이 누락되었습니다.",
Q127,형사,기본,medium,4,"핵심 내용은 대부분 일치하지만, 고소 시 필요한 구체적인 내용(피해 사실, 증거, 피해 금액 등)에 대한 언급이 누락되었습니다. 법적 근거와 상담 권장 사항은 잘 포함되어 있습니다.",
Q128,민사,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 내용증명 발송과 민사소송 제기 절차를 언급하고 있습니다. 그러나 지급명령 신청에 대한 구체적인 언급이 없고, 소액사건에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q129,민사,기본,medium,4,"AI 응답은 보증금 반환을 위한 절차를 잘 설명하고 있으며, 법적 근거도 명시하고 있습니다. 그러나 임차권등기명령 신청과 같은 중요한 절차가 누락되어 있어 일부 내용이 부족합니다.",
Q130,민사,기본,medium,3,"AI 응답은 일부 방법을 제시하였으나, 정부 보장사업에 대한 구체적인 언급이 없고 보상 한도에 대한 정보도 누락되어 있어 중요 내용이 일부 부정확하거나 누락되었습니다.",
Q131,민사,심화,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 개인회생과 파산신청에 대한 설명도 적절합니다. 그러나 탈북민 보호대상자에 대한 정보와 신용회복위원회에 대한 구체적인 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q132,민사,기본,medium,4,"AI 응답은 임금체불 신고 방법과 법적 근거를 포함하고 있어 대부분의 핵심 내용을 잘 전달하고 있으나, 임금 청구권 소멸에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q133,민사,기본,medium,4,"AI 응답은 부당해고에 대한 대응 방법을 상세히 설명하고 있으며, 노동위원회에 구제신청을 할 수 있다는 핵심 내용을 포함하고 있습니다. 그러나 해고 통보일로부터 3개월 이내라는 구체적인 기한과 5인 미만 사업장에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q134,민사,기본,medium,3,"AI 응답은 산업재해 보상 절차에 대한 정보를 제공하지만, 핵심 내용인 요양급여, 휴업급여, 장해급여, 유족급여 등의 구체적인 보상 항목이 누락되어 있습니다. 또한, 사업주가 신청을 꺼릴 경우의 대처 방법도 언급되지 않아 중요 내용이 일부 부정확합니다.",
Q135,민사,심화,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 적절하게 언급하고 있습니다. 그러나 일부 세부 사항이나 표현에서 차이가 있어 사소한 누락이 존재합니다.",
Q136,가사,기본,low,4,"AI 응답은 협의 이혼과 재판상 이혼의 절차를 잘 설명하고 있으며, 숙려기간에 대한 정보도 포함되어 있습니다. 그러나 이혼 시 재산분할, 위자료, 자녀 양육권 등의 중요 내용이 누락되어 있어 사소한 차이가 있습니다.",
Q137,가사,기본,medium,3,"AI 응답은 양육비 청구 방법에 대한 일부 내용을 포함하고 있으나, 핵심적인 이행명령 및 직접지급명령에 대한 언급이 없고, 법적 근거도 명확하지 않아 중요 내용이 일부 누락되었다.",
Q138,가사,기본,high,4,"핵심 내용은 대부분 일치하지만, 법원에 접근금지명령 신청에 대한 언급이 누락되었습니다. 전반적으로 유용한 정보가 포함되어 있으나, 일부 세부사항이 부족합니다.",
Q139,가사,기본,high,3,"AI 응답은 일부 핵심 내용을 포함하고 있으나, 법적 근거와 구체적인 절차에 대한 설명이 부족하여 중요 내용이 일부 누락되었습니다.",
Q140,가사,심화,medium,2,"AI 응답은 북한에서의 혼인 유효성 및 친권 행사에 대한 중요한 내용을 누락하고 있으며, 실제 친권 행사 불가능 상황에 대한 언급이 없습니다. 또한, 법적 절차에 대한 구체적인 안내가 부족하여 주요 내용이 불일치합니다.",
Q141,가사,기본,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 신고 및 의료 지원에 대한 정보도 제공하고 있습니다. 그러나 증거 채취에 대한 구체적인 지침과 국가의 지원 내용이 누락되어 있어 사소한 차이가 있습니다.",
Q142,복지·정착지원,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 신청 방법과 필요한 서류에 대한 추가 정보를 제공하고 있습니다. 그러나 탈북민 보호대상자라는 구체적인 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q143,복지·정착지원,기본,low,4,"핵심 내용은 대부분 일치하지만, 정답에서 언급된 구체적인 복지 혜택(장애인 활동지원, 의료비 감면 등)과 정착지원금 가산금에 대한 정보가 누락되었습니다.",
Q144,복지·정착지원,기본,low,2,"AI 응답은 노인 탈북민이 받을 수 있는 복지 혜택에 대한 주요 내용을 다루지 않고 있으며, 기초연금, 노인장기요양보험 등 중요한 정보가 누락되어 있습니다. 또한, 법적 근거와 관련된 정보도 불명확하여 주요 내용 불일치가 발생하고 있습니다.",
Q145,복지·정착지원,기본,low,3,"AI 응답은 한부모 가정에 대한 다양한 지원을 언급하고 있으나, 핵심 내용인 탈북민에 대한 구체적인 지원과 한부모 지원의 세부 사항이 일부 누락되어 있습니다. 또한, 법적 근거는 제시되었으나, 질문의 맥락에 맞는 정보가 부족합니다.",
Q146,복지·정착지원,기본,medium,4,"핵심 내용은 대부분 일치하지만, 채무 해결 방법에 대한 구체적인 언급이 부족하고, 정착금 압류 금지에 대한 정보가 누락되었습니다.",
Q147,복지·정착지원,기본,low,2,"AI 응답은 임신 중 지원에 대한 정보가 일부 포함되어 있으나, 주요 내용인 탈북민에 대한 지원과 관련된 정보가 누락되어 있으며, 해산급여에 대한 설명이 부정확합니다.",
Q148,복지·정착지원,심화,low,3,"AI 응답은 재산 반환 문제의 복잡성을 언급했으나, 핵심 내용인 법적 보장 부재와 사전 기록의 중요성을 누락했습니다. 또한, 법적 확실성이 없다는 점을 명확히 전달하지 않아 일부 중요 내용이 부정확하게 표현되었습니다.",
Q149,교육·취업,기본,low,3,"AI 응답은 탈북민에 대한 교육 지원 제도를 언급하고 있으나, 검정고시와 관련된 구체적인 지원 내용이 부족하고 일부 중요한 정보가 누락되어 있습니다.",
Q150,교육·취업,기본,low,3,"AI 응답은 운전면허 취득 절차에 대한 일반적인 정보를 제공하지만, 탈북민에 대한 특별한 언급이 없고 한국 면허로의 자동 전환에 대한 정보가 누락되어 있습니다. 또한, 지원 프로그램에 대한 정보도 포함되어 있지 않아 중요 내용이 일부 부정확하거나 누락되었습니다.",
Q151,교육·취업,기본,low,4,"AI 응답은 북한 경력을 이력서에 기재하는 것이 가능하다는 점을 언급하며, 취업에 불이익이 있을 수 있다는 점도 잘 설명하고 있습니다. 그러나 법적 근거와 탈북민 차별에 대한 구체적인 내용이 일부 누락되어 있어 4점을 부여합니다.",
Q152,교육·취업,기본,low,3,"AI 응답은 국가자격증 시험에 대한 절차를 상세히 설명하고 있으나, 탈북민에 대한 구체적인 지원 내용과 법적 근거가 누락되어 있습니다. 중요한 내용인 자격인정 심사와 관련된 정보가 포함되지 않아 부분적으로 일치합니다.",
Q153,교육·취업,심화,low,4,"AI 응답은 탈북민의 공무원 시험 응시 가능성을 잘 설명하고 있으며, 법적 근거도 정확하게 언급하고 있습니다. 그러나 일부 직렬에 대한 채용 제한 요인에 대한 언급이 누락되어 있어 사소한 정보가 부족합니다.",
Q154,보호결정·국적,심화,medium,3,"AI 응답은 일부 핵심 내용을 포함하고 있으나, 국적 취득 및 복수국적 관련 정보가 누락되어 있으며, 법적 근거가 부족합니다.",
Q155,보호결정·국적,심화,high,3,"AI 응답은 보호신청의 기한에 대한 정보를 제공하지만, 북한이탈주민 보호 신청 가능성에 대한 핵심 내용이 일부 누락되었고, 법적 근거의 정확성이 부족합니다.",
Q156,개인정보,기본,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 제시하고 있습니다. 그러나 통일부 연락처와 같은 구체적인 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q157,개인정보,기본,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 탈북민의 신원 보호에 대한 법적 근거를 언급하고 있습니다. 그러나 탈북민지원법 제33조 제2항에 대한 구체적인 언급이 없고, 정보 보호 요청에 대한 구체적인 조언이 누락되었습니다.",
Q158,개인정보,심화,high,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 초상권 및 개인정보 보호에 대한 법적 근거를 제시하고 있습니다. 그러나 언론중재위원회에 대한 언급과 신변 보호 요청 등 일부 구체적인 조치가 누락되어 있습니다.",
Q159,행정,기본,medium,3,"AI 응답은 이의 제기 가능성을 언급했지만, 이의신청 기한과 절차에 대한 구체적인 법적 근거가 누락되었습니다. 또한, 행정심판 및 행정소송에 대한 정보가 포함되지 않아 중요 내용이 일부 부정확하게 전달되었습니다.",
Q160,행정,기본,medium,4,"AI 응답은 취업보호 제한에 대한 이의신청 및 법적 절차를 잘 설명하고 있으나, 법적 근거로 제시된 조항이 정확하지 않으며, 이의신청 기한에 대한 언급이 누락되었습니다.",
Q161,행정,심화,high,4,"핵심 내용은 대부분 일치하지만, 이의신청서에 구체적인 반박 내용과 증거 기재에 대한 언급이 누락되었습니다. 또한, 행정심판 또는 행정소송 제기 검토에 대한 언급이 없으나, 전반적으로 유용한 정보가 포함되어 있습니다.",
Q162,행정,기본,medium,4,"AI 응답은 주민등록 신청 절차를 상세히 설명하고 있으며, 핵심 내용은 대부분 일치합니다. 그러나 보호대상자에 대한 언급과 통일부 또는 하나원 담당자에게 문의하라는 부분이 누락되어 있습니다.",
Q163,행정,기본,low,4,"AI 응답은 여권 발급 절차에 대한 주요 내용을 잘 설명하고 있으나, 탈북민 보호대상자의 구체적인 조건과 신변보호 상태에서의 절차에 대한 언급이 부족하다.",
Q164,행정,기본,low,4,"AI 응답은 탈북민의 세금 신고 의무와 지원금의 비과세 여부를 잘 설명하고 있으나, 기초생활수급자의 신고 의무에 대한 언급이 누락되어 있어 사소한 정보가 부족하다.",
Q165,행정,심화,high,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 국적 이탈 시 탈북민지원법상 보호대상자 지위 상실 및 지원 종료에 대한 언급이 누락되었습니다. 또한, 정착금 반환 여부에 대한 언급이 없으나, 전반적으로 법적 근거와 상담 권장 사항은 잘 설명되어 있습니다.",
Q166,형사,기본,high,2,"AI 응답은 주요 법적 내용을 명확히 전달하지 못하고 있으며, 북한으로의 송금이 법적으로 금지된다는 핵심 정보를 누락하고 있습니다. 또한, 법적 조언을 권장하는 부분은 유용하지만, 구체적인 법적 근거가 부족합니다.",
Q167,형사,기본,high,4,"AI 응답은 음주운전의 처벌 기준을 대부분 정확하게 설명하고 있으나, 특정범죄가중처벌법에 대한 언급이 누락되어 있어 일부 정보가 부족하다.",
Q168,민사,기본,high,3,"AI 응답은 전세사기 피해에 대한 일부 조치를 언급하고 있으나, 전세보증금 반환보증 신청 및 긴급 임시 주거 지원과 같은 중요한 내용이 누락되어 있습니다. 또한, 법적 조치 절차에 대한 구체적인 안내가 부족하여 부분적으로만 일치합니다.",
Q169,가사,기본,medium,4,"AI 응답은 재산분할청구권과 관련된 중요한 내용을 포함하고 있으며, 법적 근거도 명시하고 있습니다. 그러나 혼인 기간 중 형성된 재산의 분할 비율에 대한 구체적인 설명이 부족하고, 탈북민 정착금에 대한 언급이 누락되었습니다.",
Q170,가사,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 언급하고 있습니다. 그러나 위자료 금액 결정 요소와 증거 확보의 중요성에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q171,가사,기본,medium,3,"AI 응답은 상속 절차에 대한 많은 정보를 제공하지만, 법정 상속 순위와 사망신고 후 절차에 대한 구체적인 언급이 부족하며, 상속 포기 및 한정승인에 대한 내용이 명확하지 않습니다.",
Q172,형사,기본,high,3,"AI 응답은 경찰 조사에 대한 법적 지원의 중요성을 언급했으나, 불법 온라인 도박에 대한 구체적인 법적 근거와 처벌 내용이 누락되어 있습니다. 또한, 대포통장 혐의와 같은 중요한 정보가 포함되지 않아 부분적으로만 일치합니다.",
Q173,복지·정착지원,기본,low,3,"AI 응답은 정착도우미의 역할에 대한 일부 내용을 포함하고 있으나, 핵심적인 활동 내용이 일부 누락되었고, 법적 근거도 부정확하게 언급되었습니다.",
Q174,복지·정착지원,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 정확하게 언급하고 있습니다. 그러나 정착 지원이 개인 단위로 이루어진다는 점과 가족 재결합 관련 지원에 대한 구체적인 안내가 누락되었습니다.",
Q175,복지·정착지원,기본,medium,3,"AI 응답은 일부 지원 항목을 언급하였으나, 주요 지원 내용이 일부 누락되었고, 법적 근거도 명확하지 않아 중요 내용이 부정확하게 전달되었습니다.",
Q176,형사,기본,high,4,"AI 응답은 스토킹 신고와 법적 보호 방법을 언급하며, 가정폭력 상담에 대한 정보도 추가했습니다. 그러나 스토킹범죄 처벌법에 대한 구체적인 언급과 경찰의 긴급응급조치 및 피해자 보호명령 신청에 대한 정보가 누락되었습니다.",
Q177,민사,기본,high,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 특정 기관에 대한 언급이 누락되어 있으며, 구체적인 신고 방법이 부족합니다.",
Q178,복지·정착지원,기본,medium,4,"핵심 내용은 대부분 일치하지만, 정착지원금이 소득 인정액 산정에 영향을 미친다는 중요한 세부사항이 누락되었습니다. 법적 근거는 언급되었으나 구체적인 조항 번호가 '제00조'로 표기되어 있어 정확성이 떨어집니다.",
Q179,행정,기본,low,3,"AI 응답은 건강보험 가입 절차에 대한 정보를 제공하지만, 북한이탈주민에 대한 의료급여와 관련된 중요한 내용이 누락되어 있습니다. 또한, 보호기간 종료 후 국민건강보험으로의 전환에 대한 언급이 없어 부분적으로 일치합니다.",
Q180,행정,기본,low,3,"AI 응답은 일부 절차를 포함하고 있으나, 핵심 내용이 일부 누락되었고, 정착금 잔여분 수령 절차와 금융기관 계좌 개설 등 중요한 단계가 빠져 있습니다.",
Q181,형사,기본,high,4,"핵심 내용은 대부분 일치하지만, 영장 확인 권리와 민감한 정보에 대한 신중한 대응이 누락되었습니다. 전반적으로 법적 근거와 절차에 대한 설명이 잘 되어 있습니다.",
Q182,민사,기본,medium,3,"AI 응답은 일부 핵심 내용을 포함하고 있으나, 전자상거래법에 따른 청약철회 및 한국소비자원에 대한 언급이 누락되어 중요 내용이 일부 부정확합니다.",
Q183,복지·정착지원,기본,low,3,"AI 응답은 긴급복지지원의 일부 내용을 포함하고 있으나, 지원 대상 소득 기준 및 탈북민 우선 지원에 대한 중요한 내용이 누락되어 있습니다. 또한, 지원 항목이 생계비, 주거비 등으로 다양하다는 점이 언급되지 않아 부분적으로 일치합니다.",
Q184,교육·취업,기본,low,4,"AI 응답은 탈북민의 취업 시 불리한 점과 극복 방법을 잘 설명하고 있으며, 일부 구체적인 지원 내용이 추가되어 있다. 그러나 정답에서 언급된 특정 지원 프로그램과 고용지원금에 대한 정보가 누락되어 있어 사소한 차이가 있다.",
Q185,가사,심화,medium,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 입양 관계의 확인 및 가족관계등록부 정정 절차에 대한 설명이 잘 되어 있습니다. 그러나 법원에 입양 관계 확인 심판을 청구할 수 있다는 중요한 내용을 누락하였습니다.",
Q186,형사,심화,high,4,"AI 응답은 유죄 판결에 대한 항소와 재심의 방법을 잘 설명하고 있으나, 항소 기한을 7일로 잘못 기재하였고, 정착지원 중단에 대한 언급이 누락되어 있어 사소한 차이가 있습니다.",
Q187,복지·정착지원,기본,low,3,"AI 응답은 탈북민의 청년 지원 정책 수혜 가능성을 언급하였으나, 구체적인 지원 프로그램(예: 청년도약계좌, 청년내일채움공제 등)에 대한 언급이 없고, 주요 내용이 일부 누락되어 있습니다.",
Q188,행정,기본,medium,3,"AI 응답은 나이 정정 가능성을 언급하였으나, 법원에 가족관계등록부 정정 허가 신청에 대한 구체적인 절차와 필요 서류에 대한 정보가 누락되었습니다. 또한 주민등록번호 변경에 대한 설명이 다소 부정확하여 중요 내용이 일부 누락되었습니다.",
Q189,민사,기본,medium,2,"AI 응답은 주택임대차보호법에 따른 임차인의 권리를 명확히 설명하지 않고, 북한이탈주민 관련 법률에 초점을 맞추어 주요 내용을 불일치하게 전달하고 있습니다.",
Q190,교육·취업,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 남북하나재단의 지원 내용과 기타 비영리단체의 지원을 추가로 언급했습니다. 그러나 법적 근거와 구체적인 창업 상담 전화번호가 누락되어 있어 사소한 차이가 있습니다.",
Q191,형사,기본,medium,4,"AI 응답은 고소 취하 가능성을 언급하고 있으며, 고소 취하의 절차와 법적 근거를 포함하고 있습니다. 그러나 친고죄와 비친고죄에 대한 구체적인 설명이 부족하여 일부 중요한 내용이 누락되었습니다.",
Q192,복지·정착지원,심화,low,4,"AI 응답은 핵심 내용을 대부분 일치시키고 있으며, 탈북민의 국민연금 가입 의무에 대한 설명이 정확합니다. 그러나 보호대상자에 대한 특례와 보험료 지원 제도에 대한 언급이 누락되어 있어 사소한 정보가 부족합니다.",
Q193,가사,기본,high,4,"핵심 내용은 대부분 일치하지만, 아동보호전문기관 신고 및 증거 확보에 대한 언급이 누락되었습니다. 법적 근거는 정확하나, 구체적인 조치에 대한 설명이 다소 부족합니다.",
Q194,행정,기본,low,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 병역 의무에 대한 법적 근거도 정확합니다. 다만, 병역 면제 조건에 대한 구체적인 사항이 일부 누락되어 있어 사소한 차이가 있습니다.",
Q195,복지·정착지원,기본,low,4,"AI 응답은 탈북민을 위한 주요 지원 기관인 남북하나재단과 하나센터를 언급하며, 상담 서비스에 대한 정보를 제공하고 있습니다. 그러나 정신건강복지센터, 자살예방상담전화, 해바라기센터 등 다른 중요한 지원 기관에 대한 언급이 누락되어 있어 사소한 정보의 차이가 있습니다.",
Q196,민사,기본,high,3,"AI 응답은 일부 핵심 내용을 포함하고 있으나, 청약철회 및 환불 요청에 대한 구체적인 법적 근거가 누락되어 있으며, 다단계 판매 피해에 대한 구체적인 조치가 부족합니다.",
Q197,행정,기본,high,2,"AI 응답은 한국 대사관이나 영사관에 연락하라는 핵심 내용을 포함하고 있으나, 통일부에 알리는 부분과 신변보호 관련 정보가 누락되어 주요 내용이 불일치합니다.",
Q198,복지·정착지원,기본,low,4,"AI 응답은 탈북민 커뮤니티와 모임에 대한 정보를 대부분 포함하고 있으며, 주요 기관과 프로그램을 언급하고 있습니다. 그러나 남북하나재단과 하나센터에 대한 구체적인 언급이 없고, 온라인 커뮤니티에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",
Q199,민사,기본,medium,3,"AI 응답은 일용직 근로자의 산재 보상 가능성을 언급하지 않고 사업주의 안전 의무와 손해배상 책임에 초점을 맞추고 있어 주요 내용이 일부 누락되었습니다. 또한, 산재 처리 절차에 대한 구체적인 정보가 부족하여 부분적으로만 일치합니다.",
Q200,법률구조,기본,low,4,"AI 응답은 탈북민을 위한 법률 지원 자료의 존재를 언급하고 있지만, 구체적인 자료 목록이나 법적 근거에 대한 정보가 누락되어 있습니다. 주요 내용은 대부분 일치하나, 세부 사항에서 차이가 있습니다.",
