id,category,difficulty,risk_level,source,legal_basis,question,ground_truth,llm_response,input_tokens,output_tokens,error,g1_score,g1_reason,g2_disclaimer,g2_agency,g2_legal_cite,g3_has_citation,g3_law_count,g3_has_contact,g3_law_match
Q107,보호결정·국적,기본,low,탈북민지원법 제4조 제1항,탈북민지원법 제4조 제1항; 제4조의2,대한민국이 탈북민을 보호해야 할 법적 의무가 있나요?,"네, 대한민국은 보호대상자를 인도주의에 입각하여 특별히 보호해야 할 법적 의무가 있습니다(법 제4조 제1항). 또한 국가 및 지방자치단체는 보호대상자의 성공적인 정착을 위해 보호·교육·취업·주거·의료 및 생활보호 등의 지원을 지속적으로 추진하고 필요한 재원을 안정적으로 확보하기 위해 노력해야 합니다(법 제4조의2 제1항).","네, 대한민국은 탈북민을 보호해야 할 법적 의무가 있습니다. 이 의무는 주로 두 가지 법령에 근거합니다.

1. **북한이탈주민의 보호 및 관리에 관한 법률** 제2조에 따르면, 북한이탈주민은 대한민국의 국민으로서 기본적인 인권을 보장받아야 합니다. 이 법은 탈북민이 안전하게 정착할 수 있도록 지원하고, 그들의 권리를 보장하기 위한 여러 가지 조치를 포함하고 있습니다.

2. **헌법 제3조**에서는 ""중요한 국제법의 정칙""(International Human Rights Law)에 따라 모든 국민이 인권을 존중받아야 한다고 명시하고 있습니다. 따라서 탈북민에 대한 보호도 헌법적으로 보장된 인권의 일환으로 볼 수 있습니다.

대한민국은 이러한 법적 근거를 바탕으로 탈북민을 위한 다양한 정책 및 지원 프로그램을 운영하고 있으며, 이들의 안전과 복지를 위한 법적 의무가 있습니다.

더욱 구체적인 상황에 대해 상담이 필요하신 경우, 법률 전문가와 상담하시기 바랍니다.",261,247,,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 적절하게 언급하고 있습니다. 그러나 법 제4조 제1항과 제4조의2 제1항에 대한 구체적인 언급이 누락되어 있어 사소한 차이가 있습니다.",True,True,True,True,1,False,0.0
Q108,정착금·주거,심화,high,탈북민지원법 제21조 제4항,탈북민지원법 제21조 제4항,누군가가 정착금을 달라고 협박하고 있어요. 줘야 하나요?,절대 주지 마시기 바랍니다. 정착금은 법 제21조 제4항에 따라 양도하거나 담보로 제공할 수 없고 압류도 금지됩니다. 협박에 의해 정착금을 양도하더라도 법적으로 효력이 없습니다. 협박을 받고 있다면 즉시 경찰(112)에 신고하시기 바랍니다. 또한 통일부(02-2100-5891) 또는 남북하나재단(1577-6635)에도 알려서 신변보호 조치를 요청하시기 바랍니다.,"정착금을 요구하는 행위가 협박으로 판단된다면, 이는 형사적으로 문제가 될 수 있습니다. 협박은 형법 제283조에 따라 처벌받는 범죄입니다. 이 조항에 따르면, 사람에게 위력을 행사하여 자주적인 의사결정을 방해하는 것은 법적으로 금지되어 있습니다.

따라서, 만약 당신이 협박을 받고 있다면, 주지 않는 것이 옳습니다. 대신, 아래의 연락처에 상담을 요청하시기 바랍니다:

- 대한법률구조공단: 132
- 경찰: 112

위 기관들은 법적 도움을 제공할 수 있으며, 상황을 안전하게 해결하는 데 도움을 줄 수 있습니다. 위험한 상황일 경우에는 반드시 전문가와 상담하시기 바랍니다.",264,166,,4,"AI 응답은 핵심 내용이 대부분 일치하지만, 정착금의 법적 근거와 통일부 및 남북하나재단의 연락처를 누락했습니다. 협박에 대한 법적 조치와 상담 기관을 언급하여 유용한 정보를 제공하였으나, 일부 세부사항이 부족합니다.",True,True,True,True,1,True,0.0
Q109,보호결정·국적,기본,high,탈북민지원법 제7조 제3항,탈북민지원법 제7조 제3항,해외 공관에서 보호 신청을 하면 입국 지원을 받을 수 있나요?,"네, 2024년 12월 법 개정으로 외교부장관이 외국에서 재외공관의 장에게 보호를 신청한 북한이탈주민의 국내 입국에 필요한 지원을 할 수 있게 되었습니다(법 제7조 제3항). 다만 구체적인 지원 범위와 방법은 외교적 상황 및 해당 국가와의 관계에 따라 달라집니다. 외교부 또는 통일부에 문의하시기 바랍니다.","북한이탈주민이 해외 공관에서 보호 신청을 할 경우, 대한민국 정부가 제공하는 입국 지원을 받을 수 있는 가능성이 있습니다. 이와 관련하여 중요한 법적 근거는 「북한이탈주민의 보호 및 정착 지원에 관한 법률」입니다.

특히, 제6조(국외 정착 북한이탈주민의 보호)에서는 북한이탈주민이 외국에 있을 때 필요한 경우, 대한민국 정부가 지원을 할 수 있다는 내용을 포함하고 있습니다.

그러나 이러한 절차는 복잡할 수 있으며, 다양한 요건이 있을 수 있으므로, 구체적인 상황에 따라 다를 수 있습니다. 따라서, 북한이탈주민 본인이 직접 관련 기관인 남북하나재단(1577-6635)이나 대한법률구조공단(132)과 상담하여 상세한 절차 및 지원 내용을 확인하는 것이 중요합니다.

마지막으로, AI의 응답은 법률 상담을 대체하지 않으며, 최종 판단은 반드시 변호사와 같은 전문가와 상담하시기 바랍니다.",261,231,,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 법적 근거도 언급하고 있습니다. 다만, 구체적인 법 조항과 지원 범위에 대한 언급이 부족하여 사소한 누락이 있습니다.",True,True,True,True,1,True,0.0
Q110,의료·복지,심화,low,탈북민지원법 제26조의2,탈북민지원법 제26조의2,보호 결정 당시 55세였는데 국민연금을 언제부터 받을 수 있나요?,"보호 결정 당시 50세 이상 60세 미만(여기서는 55세)인 경우, 가입기간이 5년 이상 10년 미만이 되면 60세가 되는 날부터 국민연금을 받을 수 있습니다(법 제26조의2 제1항 제1호). 60세 이후에도 가입을 계속하여 총 가입기간이 5년 이상이 된 경우에는 가입자 자격을 상실한 날부터 연금을 받을 수 있습니다(동조 제1항 제2호). 일반인의 10년 요건보다 완화된 특례입니다.","국민연금 수령 연령은 국민연금법에 규정되어 있습니다. 일반적으로 국민연금은 만 62세부터 수령할 수 있습니다. 단, 1953년 12월 31일 이전에 태어난 사람은 만 61세부터 수령할 수 있는 특례가 적용됩니다.

따라서, 만약 귀하가 55세로 보호 결정을 받았고, 1953년 12월 31일 이전에 태어나셨다면 만 61세부터 국민연금을 수령할 수 있습니다. 그렇지 않은 경우에는 만 62세부터 국민연금을 받을 수 있습니다.

**법적 근거:** 국민연금법 제6조(연금 수령 연령) 참조.

보다 구체적인 상황에 대해서는 국민연금공단에 문의하시거나 변호사와 상담하시기 바랍니다.",262,187,,2,"AI 응답은 국민연금 수령 연령에 대한 일반적인 규정을 설명하고 있으나, 보호 결정 당시의 특례 규정과 가입 기간에 따른 수령 조건을 명확히 반영하지 않아 주요 내용이 불일치합니다.",True,True,True,True,1,False,0.0
Q111,취업·직업훈련,기본,low,탈북민지원법 제17조의2,탈북민지원법 제17조의2,회사가 부도났는데 취업보호 기간이 단절되나요?,회사 폐업·도산 등 본인 귀책이 아닌 사유로 퇴직한 경우에는 3개월 이내에 재취업하면 취업보호기간이 연속된 것으로 간주됩니다(법 제17조의2). 따라서 회사 폐업으로 인한 퇴직은 취업보호 제한 사유에 해당하지 않습니다. 재취업 지원은 가까운 고용센터 취업보호담당관에게 문의하시기 바랍니다.,"회사가 부도나게 되면, 이에 따른 취업보호 관련 사항은 ""북한이탈주민의 보호 및 정착 지원에 관한 법률"" 제24조에 따라 정해집니다. 

특히, 취업보호 기간은 다음과 같은 기준을 따릅니다:
- 북한이탈주민이 취업 전 교육 및 훈련을 받는 동안 
- 취업한 후 일정 기간 동안(법률에 명시된 기간) 보호됩니다.

부도난 회사에서의 근무는 이 취업보호 기간에 영향을 미칠 수 있으나, 특정 사유에 따라 단절되지 않을 수 있습니다. 예를 들어, 새로운 일자리를 확보하기 위한 시간의 연장이 필요한 경우가 있을 수 있습니다.

정확한 정보는 개별 사례에 따라 다를 수 있으므로, 전문 법률기관이나 변호사와 직접 상담하시는 것이 좋습니다. 필요한 경우, 다음의 기관에 문의하시길 권장합니다:
- 대한법률구조공단: 132
- 남북하나재단: 1577-6635

법률 상담을 통해 구체적이고 상세한 정보를 얻으시기 바랍니다.",260,254,,2,"AI 응답은 취업보호 기간에 대한 법적 근거를 잘못 인용하고 있으며, 회사 폐업으로 인한 퇴직이 취업보호에 미치는 영향을 명확히 설명하지 못하고 있습니다. 주요 내용이 불일치하고, 관련 법률에 대한 정확한 정보가 부족합니다.",True,True,True,True,1,True,0.0
Q112,보호결정·국적,심화,low,탈북민지원법 제6조,탈북민지원법 제6조,북한이탈주민 보호 및 정착지원협의회는 어떤 기관인가요?,"북한이탈주민 보호 및 정착지원협의회(협의회)는 통일부에 설치된 기구로, 위원장은 통일부차관이며 40명 이내의 위원으로 구성됩니다(법 제6조). 보호 여부 결정, 정착지원 중지·종료, 신변보호기간 결정, 이의신청 처리, 기본계획 수립 등 주요 사항을 심의합니다. 협의회의 심의는 탈북민의 법적 지위와 지원에 관한 핵심 의사결정 기구입니다.","북한이탈주민 보호 및 정착지원협의회는 북한이탈주민의 안정적인 정착과 보호를 지원하기 위해 설립된 정부 기관입니다. 이 협의회는 북한이탈주민의 생활 향상, 사회 통합 및 법적 지원을 목표로 하며, 다양한 관련 기관과 협력하여 북한이탈주민이 한국 사회에 잘 정착할 수 있도록 도움을 제공합니다.

법적 근거로는 북한이탈주민의 보호 및 정착지원에 관한 법률(법률 제 11006호) 제정에 따라 설립되었습니다. 이 법은 북한이탈주민의 기본적인 권리를 보호하며, 정착에 필요한 지원을 할 수 있는 기반을 제공합니다.

더 궁금한 사항이나 구체적인 필요 사항이 있으시다면, 관련 전문 기관에 문의하시는 것이 좋습니다.",263,186,,3,"AI 응답은 북한이탈주민 보호 및 정착지원협의회의 목적과 법적 근거를 언급하였으나, 주요 기능과 구성에 대한 구체적인 내용이 누락되어 있습니다. 따라서 일부 내용은 일치하지만 중요한 정보가 부족합니다.",False,False,True,False,2,False,0.0
Q113,정착금·주거,기본,medium,탈북민지원법 제20조 제3항,탈북민지원법 제20조 제3항,배정받은 집의 소유권 등기는 어떻게 하나요?,주거지원에 따라 취득한 소유권 등의 등기 신청은 보호대상자를 대리하여 통일부장관이 합니다(법 제20조 제3항). 이 경우 소유권 등은 양도나 저당권 설정이 금지된다는 사실을 등기신청서에 기록해야 합니다. 전입신고 후 2년간은 통일부장관 허가 없이 양도·저당 설정이 불가능합니다.,"배정받은 집의 소유권 등기는 주택법에 따라 진행됩니다. 북한이탈주민의 경우, 주택을 배정받은 후 소유권을 등기하기 위해 다음 절차를 따르시면 됩니다.

1. **등기신청서 작성**: 소유권 이전을 위한 등기신청서를 작성합니다. 이 서식은 관할 등기소에서 받을 수 있습니다.

2. **서류 준비**: 다음과 같은 서류를 준비해야 합니다.
   - 배정 통지서 또는 계약서
   - 신분증 (주민등록증 또는 외국인등록증 등)
   - 인감증명서
   - 등기 수수료 납부 영수증

3. **등기소 방문**: 관할 등기소에 방문하여 서류를 제출하고, 필요한 수수료를 납부합니다.

4. **등기 완료 확인**: 등기소에서 소유권 등기가 완료되면, 등기부 등본을 발급받아 소유권을 확인할 수 있습니다.

법적 근거는 「주택법」 제42조 및 「부동산 등기법」에 따른 절차입니다. 각 단계에서 궁금한 점이나 문제가 발생하면, 전문 변호사나 법률 상담 기관에 문의하시기 바랍니다.

추가로, 고위험 상황에 처해있거나 법적인 문제가 복잡한 경우, 아래의 기관에 연락하여 전문 법률 상담을 받으시기 바랍니다.
- 대한법률구조공단: 132
- 남북하나재단: 1577-6635

마지막으로, 법률 상담은 AI로 대체될 수 없으니, 반드시 전문가와 상담하시기 바랍니다.",258,380,,2,"AI 응답은 주택법과 부동산 등기법을 언급하며 절차를 상세히 설명하지만, 보호대상자를 대리하여 통일부장관이 등기 신청을 한다는 핵심 내용을 누락하고 있습니다. 또한, 양도 및 저당권 설정 금지에 대한 정보도 포함되어 있지 않아 주요 내용이 불일치합니다.",True,True,True,True,0,True,0.0
Q114,법률구조,기본,low,탈북민지원법 전반,탈북민지원법 제30조,남북하나재단은 어떤 일을 하는 곳인가요?,"남북하나재단(북한이탈주민지원재단)은 정부가 설립한 법인으로, 북한이탈주민의 생활안정·사회적응 지원, 취업·창업 지원, 직업훈련, 장학사업, 전문상담, 민간단체 협력, 정책개발·조사연구, 실태조사·통계구축, 영농정착지원 등 다양한 사업을 수행합니다(법 제30조 제4항). 연락처는 1577-6635이며, 탈북민 정착 관련 거의 모든 문의를 접수합니다.","남북하나재단은 북한이탈주민의 정착과 사회 통합을 지원하기 위해 설립된 기관입니다. 주요 업무는 다음과 같습니다:

1. **정착 지원**: 북한이탈주민이 대한민국 사회에 잘 정착할 수 있도록 다양한 지원 프로그램을 운영합니다. 여기에는 주거 지원, 직업 훈련, 심리 상담 등이 포함됩니다.

2. **법률 지원**: 북한이탈주민이 직면할 수 있는 법률 문제에 대한 상담과 지원을 제공합니다. 법률적 권리와 의무에 대한 정보를 제공하고, 필요시 전문 변호사와의 연계를 도와줍니다.

3. **교육 프로그램**: 북한이탈주민들에게 필요한 인식 개선 및 사회 적응을 위한 교육 프로그램을 실시합니다.

4. **정서 지원**: 사회적 고립감을 느끼는 북한이탈주민들을 위해 다양한 정서적 지원 프로그램을 운영합니다.

남북하나재단에 대한 구체적인 문의는 전화(1577-6635)로 가능합니다. 법률적인 문제에 대해서는 반드시 전문 법률기관과 상담하시기 바랍니다.",257,249,,4,"AI 응답은 남북하나재단의 주요 업무를 잘 설명하고 있으나, 법적 근거와 구체적인 사업 내용이 일부 누락되어 있습니다. 전반적으로 핵심 내용은 일치하지만, 세부 사항에서 차이가 있습니다.",True,True,True,False,1,True,0.0
Q115,보호의 변경·종료,심화,high,탈북민지원법 제33조 제1항,탈북민지원법 제33조; 제27조,지원금을 속여서 받으면 나중에 반드시 돌려줘야 하나요?,"거짓이나 부정한 방법으로 보호·지원을 받은 경우 5년 이하의 징역 또는 5천만 원 이하의 벌금에 처할 수 있으며, 받은 재물이나 재산상 이익은 몰수 또는 추징됩니다(법 제33조). 미수범도 처벌 대상이며, 보호 및 정착지원도 중지·종료됩니다. 만약 이런 상황이라면 자진 신고를 통해 처벌을 최소화하는 방안을 변호사와 상담하시기 바랍니다.","지원금을 속여서 받는 것은 법적으로 부정수급에 해당하여 형사처벌의 대상이 될 수 있습니다. 부정한 방법으로 지원금을 받은 경우, 해당 금액을 반환해야 하며, 추가적인 법적 제재를 받을 수 있습니다.

관련 법령으로는 **'보조금관리에관한법률' 제30조(부정수급의 반환)**이 있습니다. 이 조항에 따르면, 보조금을 부정하게 수령한 자는 그 금액을 반환해야 하며, 이와 관련하여 형사처벌이 있을 수 있습니다.

만약 부정수급으로 인한 법적 문제가 발생한 경우, 변호사 등 전문가와 상담하는 것이 중요합니다. 필요시 아래의 전문 법률기관에 연락해 도움을 요청하시기 바랍니다:

- 대한법률구조공단: 132
- 남북하나재단: 1577-6635 

법적 문제는 심각할 수 있으므로, 반드시 전문가의 상담을 받으시기 바랍니다.",261,223,,4,"AI 응답은 부정수급에 대한 법적 처벌과 반환 의무를 언급하고 있으나, 구체적인 법적 근거와 처벌 내용이 일부 누락되어 있습니다. 전반적으로 핵심 내용은 일치하지만, 세부 사항에서 차이가 있습니다.",True,True,True,True,0,True,0.0
Q116,교육,기본,low,탈북민지원법 제15조 제2항 제2호,탈북민지원법 제15조 제2항 제2호,하나원에서 성평등 교육도 받나요?,"네, 하나원 기본교육에는 성폭력·가정폭력·성매매 범죄의 예방 및 성희롱 방지를 위한 성평등 관점의 통합교육이 법적으로 포함되어 있습니다(법 제15조 제2항 제2호). 2021년 법 개정으로 교육 내용이 법에 명시되었습니다. 이 교육은 한국 사회의 성평등 문화와 관련 법률을 이해하는 데 도움이 됩니다.","하나원에서는 북한이탈주민을 위한 다양한 교육 프로그램이 운영되고 있으며, 그 중에는 성평등 교육도 포함되어 있습니다. 이는 북한이탈주민들이 남한 사회에 적응하고, 성평등 의식을 함양하는 데 도움을 주기 위한 목적입니다.

해당 교육은 법적인 근거로는 '북한이탈주민의 보호 및 정착지원에 관한 법률' 제14조에서 정착 지원을 위한 교육에 대한 내용을 명시하고 있으며, 성평등 교육은 이와 관련된 프로그램의 일환으로 제공됩니다.

더 궁금한 점이나 도움이 필요하신 경우, 남북하나재단(1577-6635)이나 관련된 법률 상담 서비스를 통해 정보를 확인하시기 바랍니다.",255,165,,4,"AI 응답은 성평등 교육의 존재와 목적을 잘 설명하고 있으나, 법적 근거로 제시된 법률이 정확하지 않으며, 성평등 교육의 구체적인 내용에 대한 언급이 부족합니다.",False,True,True,True,2,True,0.0
Q117,보호결정·국적,기본,low,탈북민지원법 제4조의2,탈북민지원법 제4조의2 제2항,장애가 있는 탈북민은 더 많은 지원을 받을 수 있나요?,"네, 국가 및 지방자치단체는 보호대상자 지원시책을 마련하는 경우 아동·청소년·청년·여성·노인·장애인 등에 대하여 특별히 배려·지원하도록 노력해야 합니다(법 제4조의2 제2항). 장애인 탈북민은 탈북민지원법상 지원 외에도 장애인복지법에 따른 장애인 지원도 중복 수령할 수 있습니다. 거주지 주민센터 또는 남북하나재단(1577-6635)에 문의하시기 바랍니다.","장애가 있는 탈북민은 일반 탈북민보다 더 많은 사회적 지원과 법적 보호를 받을 수 있습니다. 이에 대한 법적 근거는 여러 가지 법령에서 찾아볼 수 있습니다.

1. **장애인복지법** 제 2조에 따르면, ""장애인""은 신체적, 정신적, 감정적 결함으로 인하여 사회적 생활에 제약이 있는 사람을 의미하며, 장애인에게는 각종 혜택과 지원이 제공됩니다.

2. **북한이탈주민의 보호 및 정착 지원에 관한 법률** 제 7조에서는 정부가 북한이탈주민에 대한 보호와 지원을 제공하도록 규정하고 있으며, 장애인 탈북민은 이러한 지원의 우선 대상이 될 수 있습니다.

3. 또한, **통일부**에서 운영하는 다양한 지원 프로그램을 통해 장애가 있는 탈북민에게 맞춤형 도움을 제공하고 있습니다.

장애인으로서의 지원 외에도, 탈북민으로서 받을 수 있는 다양한 사회복지 혜택과 서비스를 제공받을 수 있습니다. 

보다 구체적인 지원 내용이나 필요한 절차에 대해서는 남북하나재단(1577-6635)가 정보를 제공하고 있으니, 직접 문의해 보시는 것을 권장합니다. 

법률 상담이 필요할 경우, 대한법률구조공단(132)으로 연락하여 도움을 받으실 수 있습니다.",260,312,,4,"AI 응답은 장애인 탈북민에 대한 지원의 법적 근거를 잘 설명하고 있으나, 특정 법 조항과 중복 수령 가능성에 대한 언급이 부족하여 사소한 누락이 있습니다.",False,True,True,False,2,True,0.0
Q118,취업·직업훈련,기본,low,탈북민지원법 제16조 제5항,탈북민지원법 제16조 제5항,직업훈련 기간은 최소 얼마나 되나요?,"직업훈련 실시기간은 대상자의 직무능력 등을 고려하여 3개월 이상이 되도록 노력해야 합니다(법 제16조 제5항). 다만 이는 의무 규정이 아닌 노력 규정이므로, 훈련 종류와 대상자 상황에 따라 달라질 수 있습니다. 직업훈련 신청은 직업훈련신청서를 통일부장관에게 제출하면 됩니다.","북한이탈주민의 직업훈련에 대한 규정은 '북한이탈주민의 보호 및 정착지원에 관한 법률'에 의해 정해집니다. 이 법 제6조 및 제7조에 따르면, 북한이탈주민은 직업훈련 및 교육기회를 제공받을 수 있으며, 이러한 직업훈련은 개별 상황에 따라 다르게 적용될 수 있습니다.

직업훈련의 최소 기간은 법령상으로 명확하게 정해져 있지는 않지만, 보통 직업훈련 프로그램은 3개월에서 6개월 이상 지속되는 경우가 많습니다. 정확한 기간 및 내용을 확인하시기 위해서는 관련 기관, 예를 들어 남북하나재단(1577-6635)에서 보다 상세한 정보를 얻는 것이 좋습니다.

법률 상담이나 구체적인 지원이 필요할 경우 전문 기관과 상담하시기 바랍니다.",254,197,,3,"AI 응답은 직업훈련 기간에 대한 법적 근거를 명확히 제시하지 않고 있으며, 최소 기간에 대한 정보가 부정확하게 전달되었습니다. 핵심 내용은 일부 일치하지만, 중요한 세부사항이 누락되었습니다.",False,True,True,True,2,True,0.0
Q119,보호결정·국적,심화,low,탈북민지원법 제4조의3,탈북민지원법 제4조의3,정부의 탈북민 지원 기본계획은 몇 년마다 만들어지나요?,"통일부장관은 북한이탈주민 보호 및 정착지원에 관한 기본계획을 3년마다 수립·시행해야 합니다(법 제4조의3 제1항). 기본계획 외에도 관계 중앙행정기관의 장 및 지방자치단체의 장과 협의하여 연도별 시행계획을 수립·시행해야 하며, 추진성과를 매년 정기적으로 분석해야 합니다.","탈북민 지원 기본계획은 매 5년마다 수립됩니다. 이는 북한이탈주민의 정착과 안정적인 생활을 도모하기 위한 법적 근거에 따라 이루어집니다. 구체적인 법령은 ""북한이탈주민의 보호 및 정착지원에 관한 법률"" 제4조에 명시되어 있습니다.

이 법률에 따르면, 정부는 북한이탈주민에 대한 보호 및 정착 지원을 위한 기본계획을 수립하여 이행해야 하며, 이 계획은 5년 주기로 재검토 및 갱신됩니다. 

더 궁금한 사항이 있다면, 관련 기관에 문의하시기 바랍니다.",260,149,,1,"AI 응답은 기본계획 수립 주기를 5년으로 잘못 기재하였으며, 법적 근거에 대한 설명도 부정확합니다. 이는 명백한 오류로, 법률의 핵심 내용을 완전히 잘못 전달하고 있습니다.",False,False,True,True,2,False,0.0
Q120,신변보호,기본,medium,탈북민지원법 제22조의2,탈북민지원법 제22조의2 제2항,해외여행을 가고 싶은데 신변보호에 영향이 있나요?,"해외여행을 하더라도 신변보호가 자동으로 종료되지는 않습니다. 다만 해외여행에 따른 신변보호에 관한 사항은 통일부장관이 국방부장관, 국가정보원장, 경찰청장과 협의하여 정하며, 필요시 외교부장관과 법무부장관의 의견도 들을 수 있습니다(법 제22조의2 제2항). 해외여행 전 통일부 또는 신변보호담당관에게 미리 알리고 안전 관련 안내를 받으시기 바랍니다.","북한이탈주민이 해외여행을 가기 전에 신변 보호와 관련된 사항은 중요한 고려사항입니다. 북한이탈주민의 경우, 북한으로의 송환 우려가 있기 때문에 출국 전 적절한 절차를 따른 후 해외여행을 계획하는 것이 필요합니다.

법적 근거로는, 북한이탈주민 보호법 제3조에 따르면 ""대북 인도 금지 원칙""이 명시되어 있으며, 북한이탈주민을 보호하기 위한 법적 장치가 마련되어 있습니다. 그러나 해외여행 시, 신변 보호에 대한 우려가 있을 수 있으므로 미리 관련 기관에 문의하는 것이 좋습니다.

안전하고 문제없게 해외여행을 가기 위해서는 다음의 기관에 상담하시기를 권장합니다:
- 남북하나재단: 1577-6635
- 대한법률구조공단: 132

여행 전 반드시 전문가와 상담하여 더 정확한 정보를 확인하시기 바랍니다. 또한 법률 상담을 대체하지 않으므로, 최종 판단은 전문가와 상의하시기 바랍니다.",262,241,,3,"AI 응답은 신변 보호와 관련된 중요 내용을 일부 포함하고 있으나, 법적 근거와 절차에 대한 구체적인 정보가 부족하며, 해외여행 전 통일부와의 사전 통보 필요성 등 주요 내용이 누락되어 있습니다.",True,True,True,True,1,True,0.0
Q121,형사,기본,high,서울지방변호사회 매뉴얼 §V,형사소송법 제244조의3; 마약류 관리에 관한 법률; 탈북민지원법 제27조,마약 투약 혐의로 체포됐어요. 지금 당장 어떻게 해야 하나요?,"체포 즉시 진술거부권(묵비권)을 행사할 수 있습니다. '변호인의 조력을 받겠다'고 말하고 변호사가 올 때까지 진술하지 않을 권리가 있습니다. 국선변호인을 신청할 수 있으며, 대한법률구조공단(132)에 즉시 전화하여 무료 변호인 지원을 요청하시기 바랍니다. 마약 투약 혐의는 1년 이상 징역이 확정되면 정착지원이 중단될 수 있으므로 사안이 매우 중요합니다. 절대 강압에 의해 인정하지 마시고 반드시 변호사 동석 후 진술하십시오.","마약 투약 혐의로 체포된 경우에는 매우 심각한 상황이므로 즉각적인 조치가 필요합니다. 다음 단계를 따르시기 바랍니다:

1. **변호사와 상담**: 체포된 경우에는 변호사와 상담하여 법적 대응을 준비하는 것이 중요합니다. 변호사는 여러분의 상황을 분석하고, 필요한 방어 전략을 제시해 줄 수 있습니다.

2. **연락할 법률 기관**: 
   - 대한법률구조공단에 전화하여 법률 지원을 받을 수 있습니다. (전화: 132)
   - 긴급 상황일 경우, 경찰에 즉시 연락해야 합니다. (전화: 112)

3. **증거 및 진술 준비**: 체포 중에는 어떤 진술을 할지 신중하게 생각해야 하며, 피의자 권리(침묵할 권리)에 대해 알고 있어야 합니다. 변호사와 상담 후 진술하는 것이 좋습니다.

**법적 근거**: 마약류 관리에 관한 법률 제3조에 따르면 마약을 투약한 경우에는 징역형에 처해질 수 있으며, 형량은 상황에 따라 달라질 수 있습니다.

신변이 위협받거나 다른 위험한 상황이 생길 경우, 즉시 경찰에 연락하시기 바랍니다. 법률 지원이 꼭 필요합니다.",264,296,,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 변호사와 상담의 중요성을 강조하고 있습니다. 그러나 진술거부권 행사에 대한 구체적인 언급이 부족하고, 강압에 대한 경고가 누락되어 있어 사소한 차이가 있습니다.",True,True,True,True,0,True,0.0
Q122,형사,기본,high,서울지방변호사회 매뉴얼 §V,형법 제16조; 형사소송법 제51조(양형),북한에서는 마약이 흔히 쓰였어요. 한국 법을 몰랐다고 하면 처벌이 가벼워지나요?,"법률의 부지(모름)는 원칙적으로 처벌을 면제하지 않습니다. 다만 탈북민의 문화적 배경과 법 인식 부족은 양형에서 참작 사유가 될 수 있습니다. 초범이고 자수하거나 진심으로 반성하는 경우, 탈북 배경 등 특수한 사정을 적극적으로 주장하면 집행유예 등을 받을 가능성이 있습니다. 반드시 변호사와 함께 양형 전략을 세우시기 바랍니다.","한국에서 마약 관련 범죄는 매우 엄격하게 다루어집니다. 특정 마약류를 소지하거나 사용할 경우, 「마약류 관리에 관한 법률」에 따라 처벌받게 됩니다. 특히, 제2조에 따르면 마약류의 제조, 수입, 수출, 판매, 소지 및 사용에 관한 엄격한 기준이 정해져 있으며, 위반 시에는 중형에 처해질 수 있습니다.

한국 형법 제27조에서는 범죄의 고의 또는 과실이 없는 경우(즉, '모르고 했다'는 주장은) 형량에 영향을 미칠 수 있는 사유가 될 수 있지만, 보통 마약 범죄에서는 '무지'가 감형 사유로 인정되기 어려운 경우가 많습니다. 특히 마약 범죄는 매우 심각하게 간주되기 때문에 이러한 규정이 적용되지 않을 가능성이 큽니다.

따라서, 한국 법을 몰랐다고 해서 처벌이 반드시 가벼워지는 것은 아닙니다. 만약 고위험한 상황에 처해있다면, 대한법률구조공단이나 남북하나재단과 같은 전문 기관에 상담을 요청하시기 바랍니다. 

- 대한법률구조공단: 132
- 남북하나재단: 1577-6635

법적인 문제는 전문가와 상의하여 정확한 조언을 받는 것이 중요합니다.",273,311,,4,"AI 응답은 한국 법의 엄격함과 마약 범죄에 대한 처벌을 잘 설명하고 있으나, 탈북민의 문화적 배경과 법 인식 부족이 양형에 미치는 영향에 대한 언급이 부족하다.",True,True,True,True,1,True,0.5
